RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.8728676458471423,0.28495326149216554,1.2546385680911576,-0.6924419235483906,-1.127082012114992,-0.6717054646183225,-0.14576634040507527,-0.35287682825777533,-0.58645090167281,1
-0.24933346932128594,0.5918171803695952,0.6361680303200007,-0.17046023236518446,0.10231906666480764,-0.026213246507611192,-0.7937337619212451,-0.35287682825777533,-0.58645090167281,1
-0.7213180559949971,0.14993313718609505,0.6014224944901602,0.19091170768472734,0.4387867303308453,-0.16453300753133498,-0.8289493826558194,-0.35287682825777533,-0.58645090167281,1
-0.23283051174524516,-0.24285267897701304,0.698709994813713,-0.310993764606817,-0.05297370118106723,0.11210651451611262,-0.519051920191564,-0.35287682825777533,-0.58645090167281,1
-0.31204470811007967,-0.1692053384464315,0.6500662446519367,-0.411374859065126,0.5552563062152515,0.08136878984417412,-0.6246987823952875,-0.35287682825777533,-0.58645090167281,1
-0.7939310693294592,-0.7583840626910969,0.6431171374859685,0.3515214588180217,0.412904602356539,0.21968855086789793,-0.6246987823952875,-0.35287682825777533,2.0881497679235133,1
-0.3087441165948569,-0.13238166818113856,0.6361680303200007,-0.612137047981744,0.5681973702024138,0.12747537685208193,-0.554267540926139,-0.35287682825777533,-0.58645090167281,1
-0.26583642689725345,-0.31650001950759676,0.6431171374859685,-0.7928230180066996,0.762313330009739,0.11210651451611262,-0.5049656718977344,-0.35287682825777533,-0.58645090167281,1
0.2688593985653247,0.7759355316960512,0.6222698159880645,-0.15038401347352268,-0.7388500925003233,0.09673765218014345,-0.46270692701624483,-0.35287682825777533,-0.58645090167281,1
-0.2691370184124763,-0.500618370834055,0.6361680303200007,-0.17046023236518446,0.4387867303308453,0.11210651451611262,-0.3922756855470962,-0.35287682825777533,0.5451109200794807,1
-0.8764458572095166,-0.8443059599767754,0.5388805299964478,0.23106414546805093,0.7105490740611263,0.26579513787580594,-0.6106125341014581,-0.35287682825777533,1.8824112548776422,1
-0.24273228629084032,-0.7461095059359978,0.677862673315809,-0.3511462023901406,0.4646688583051701,0.1582131015240206,-0.2795856991964578,-0.35287682825777533,-0.58645090167281,1
-0.8170352099358724,-0.6479130518952202,0.5180332084985437,-0.09015535679853774,0.8140775859583701,0.2965328625477444,-0.6387850306891171,-0.35287682825777533,1.8824112548776422,1
